id,banco,fecha_operacion,descripcion,referencia,monto,saldo_operacion,etiqueta,
993,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,900000,,Retiro,
994,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,8711.6,,Deposito,
995,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,33317.1,,Retiro,
996,BBVA,23/12/2024,T20 SPEI RECIBIDOVE POR MAS,,11778.5,,Deposito,
997,BBVA,23/12/2024,T20 SPEI RECIBIDOVE POR MAS,,46980,,Deposito,
998,BBVA,23/12/2024,T20 SPEI RECIBIDOVE POR MAS,,1338.45,,Deposito,
999,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,16158.8,,Deposito,
1000,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,9378.6,,Deposito,
1001,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,6148,,Deposito,
1002,BBVA,24/12/2024,W02 DEPOSITO DE TERCERO,,32480,,Deposito,
1003,BBVA,24/12/2024,N03 TRASPASO CUENTAS PROPIAS,,52200,,Retiro,
1004,BBVA,24/12/2024,T20 SPEI RECIBIDOSANTANDER,,2600,,Deposito,
1005,BBVA,26/12/2024,BT2 TRANSFER BBVA 00812609 L,,44240.6,,Deposito,
1006,BBVA,26/12/2024,T20 SPEI RECIBIDOBANORTE,,36818.4,,Deposito,
1007,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,358,,Deposito,
1008,BBVA,26/12/2024,W02 DEPOSITO DE TERCERO,,7313.8,,Deposito,
1009,BBVA,26/12/2024,W02 DEPOSITO DE TERCERO,,14244.8,,Deposito,
1010,BBVA,26/12/2024,W02 DEPOSITO DE TERCERO,,28675.2,,Deposito,
1011,BBVA,26/12/2024,T20 SPEI RECIBIDOBANORTE,,57420,,Deposito,
1012,BBVA,26/12/2024,T20 SPEI RECIBIDOBANAMEX,,61347.5,,Deposito,
1013,BBVA,26/12/2024,T20 SPEI RECIBIDOHSBC,,11600,,Deposito,
1014,BBVA,26/12/2024,W02 DEPOSITO DE TERCERO,,13180,,Deposito,
1015,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,400000,,Retiro,
1016,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,25520,,Deposito,
1017,BBVA,27/12/2024,T20 SPEI RECIBIDOBANAMEX,,3045,,Deposito,
1018,BBVA,27/12/2024,T20 SPEI RECIBIDOBANAMEX,,2958,,Deposito,
1019,BBVA,27/12/2024,T20 SPEI RECIBIDOBANAMEX,,44198.8,,Deposito,
1020,BBVA,27/12/2024,T20 SPEI RECIBIDOSANTANDER,,40658,,Deposito,
1021,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,11564.8,,Deposito,
1022,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,8584,,Deposito,
1023,BBVA,27/12/2024,W02 DEPOSITO DE TERCERO,,19406.8,,Deposito,
1024,BBVA,27/12/2024,T20 SPEI RECIBIDOBANAMEX,,9744,,Deposito,
1025,BBVA,27/12/2024,T20 SPEI RECIBIDOBANORTE,,8236,,Deposito,
1026,BBVA,27/12/2024,W02 DEPOSITO DE TERCERO,,14244.8,,Deposito,
1027,BBVA,27/12/2024,T20 SPEI RECIBIDOBAJIO,,12492.3,,Deposito,
1028,BBVA,27/12/2024,W02 DEPOSITO DE TERCERO,,62257.2,,Deposito,
1029,BBVA,28/12/2024,N06 PAGO CUENTA DE TERCERO,,12760,,Deposito,
1030,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,13896.8,,Deposito,
1031,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,10718.4,,Deposito,
1032,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,6148,,Deposito,
1033,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,1507.94,,Deposito,
1034,BBVA,30/12/2024,T20 SPEI RECIBIDOBANORTE,,19140,,Deposito,
1035,BBVA,30/12/2024,T20 SPEI RECIBIDOINTERCAM BAN,,17168,,Deposito,
1036,BBVA,30/12/2024,T20 SPEI RECIBIDOSANTANDER,,176795,,Deposito,
1037,BBVA,30/12/2024,W02 DEPOSITO DE TERCERO,,4060,,Deposito,
1038,BBVA,31/12/2024,Y45 COMPENSACION POR RETRASO,,0.16,,Deposito,
1039,BBVA,31/12/2024,T20 SPEI RECIBIDOBANORTE,,270280,,Deposito,
1040,BBVA,31/12/2024,T20 SPEI RECIBIDOBANORTE,,13804,,Deposito,
1041,BBVA,31/12/2024,BT2 TRANSFER BBVA 00848964 L,,23200,,Deposito,
1042,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,450,,Retiro,
1043,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,72,,Retiro,
1044,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,3480,,Deposito,
1045,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,4000,,Retiro,
1046,BBVA,18/12/2024,P14 SAT,,459,,Retiro,
1047,BBVA,18/12/2024,P14 SAT,,430,,Retiro,
1048,BBVA,18/12/2024,P14 SAT,,238,,Retiro,
1049,BBVA,18/12/2024,C02 DEPOSITO EN EFECTIVO,,3342.67,,Deposito,
1050,BBVA,20/12/2024,C02 DEPOSITO EN EFECTIVO,,3000,,Deposito,
1051,BBVA,20/12/2024,C02 DEPOSITO EN EFECTIVO,,500,,Deposito,
1052,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,5000,,Deposito,
1053,BBVA,27/12/2024,T20 SPEI RECIBIDOSANTANDER,,2250,,Deposito,
1054,BBVA,30/12/2024,P14 FUNDACION COMUNITARI,,1950,,Retiro,
1055,BBVA,31/12/2024,N06 PAGO CUENTA DE TERCERO,,9750,,Deposito,
1056,BBVA,02/12/2024,P14 SECRETARIA DE FINANZ,,869,,Retiro,
1057,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1058,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,40,,Retiro,
1059,BBVA,02/12/2024,P14 SAT,,14900,,Retiro,
1060,BBVA,02/12/2024,H09 COBRO AUTOMATICO RECIBO,,51818.7,,Retiro,
1061,BBVA,04/12/2024,BT2 TRANSFER BBVA 00841021 L,,21739.1,,Deposito,
1062,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,450,,Retiro,
1063,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,40,,Retiro,
1064,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,78.4,,Retiro,
1065,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,53321.4,,Deposito,
1066,BBVA,10/12/2024,BT2 TRANSFER BBVA 00841021 L,,33132.8,,Deposito,
1067,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,57790.7,,Deposito,
1068,BBVA,10/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,12415.2,,Deposito,
1069,BBVA,12/12/2024,T17 SPEI ENVIADO BANAMEX,,1729.56,,Retiro,
1070,BBVA,13/12/2024,R01 PAGO DE NOMINA,,6517.38,,Retiro,
1071,BBVA,13/12/2024,R09 PAGO DE AGUINALDO,,6655.51,,Retiro,
1072,BBVA,13/12/2024,R01 PAGO DE NOMINA,,30806.5,,Retiro,
1073,BBVA,13/12/2024,R09 PAGO DE AGUINALDO,,32203.5,,Retiro,
1074,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,15438.6,,Deposito,
1075,BBVA,13/12/2024,T17 SPEI ENVIADO SANTANDER,,6516.5,,Retiro,
1076,BBVA,13/12/2024,T17 SPEI ENVIADO SANTANDER,,6655.51,,Retiro,
1077,BBVA,13/12/2024,T17 SPEI ENVIADO SCOTIABANK,,4851.55,,Retiro,
1078,BBVA,13/12/2024,T17 SPEI ENVIADO SCOTIABANK,,6710.06,,Retiro,
1079,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,8085.88,,Retiro,
1080,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,15676.6,,Retiro,
1081,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,15438.6,,Deposito,
1082,BBVA,18/12/2024,P14 SAT,,14187,,Retiro,
1083,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,11301.4,,Retiro,
1084,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,11301.4,,Retiro,
1085,BBVA,23/12/2024,T20 SPEI RECIBIDOSANTANDER,,8085.88,,Deposito,
1086,BBVA,23/12/2024,T17 SPEI ENVIADO SANTANDER,,4077,,Retiro,
1087,BBVA,26/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,53321.4,,Deposito,
1088,BBVA,27/12/2024,BT2 TRANSFER BBVA 00841021 L,,54347.9,,Deposito,
1089,BBVA,27/12/2024,R01 PAGO DE NOMINA,,6517.36,,Retiro,
1090,BBVA,27/12/2024,T17 SPEI ENVIADO SANTANDER,,6516.48,,Retiro,
1091,BBVA,30/12/2024,R01 PAGO DE NOMINA,,31014.2,,Retiro,
1092,BBVA,30/12/2024,T17 SPEI ENVIADO SCOTIABANK,,5484.04,,Retiro,
1093,BBVA,30/12/2024,T17 SPEI ENVIADO BANORTE,,8700,,Retiro,
1094,BBVA,30/12/2024,BT2 TRANSFER BBVA 00841021 L,,10869.6,,Deposito,
1095,BBVA,31/12/2024,BT2 TRANSFER BBVA 00841021 L,,108696,,Deposito,
1096,BBVA,02/12/2024,T17 SPEI ENVIADO HSBC,,1500,,Retiro,
1097,BBVA,02/12/2024,N06 PAGO CUENTA DE TERCERO,,10000,,Retiro,
1098,BBVA,04/12/2024,N06 PAGO CUENTA DE TERCERO,,3000,,Retiro,
1099,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1100,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,40,,Retiro,
1101,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,46.4,,Retiro,
1102,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,2500,,Retiro,
1103,BBVA,05/12/2024,N06 PAGO CUENTA DE TERCERO,,500,,Retiro,
1104,BBVA,09/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1105,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,7429,,Deposito,
1106,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,1575,,Retiro,
1107,BBVA,12/12/2024,T17 SPEI ENVIADO INBURSA,,1363,,Retiro,
1108,BBVA,13/12/2024,R01 PAGO DE NOMINA,,3011.3,,Retiro,
1109,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,1750,,Retiro,
1110,BBVA,13/12/2024,T20 SPEI RECIBIDOINBURSA,,170000,,Deposito,
1111,BBVA,14/12/2024,R01 PAGO DE NOMINA,,64251.6,,Retiro,
1112,BBVA,14/12/2024,R01 PAGO DE NOMINA,,89307,,Retiro,
1113,BBVA,17/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1114,BBVA,17/12/2024,T17 SPEI ENVIADO BAJIO,,21180,,Retiro,
1115,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,3266.1,,Retiro,
1116,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,266.1,,Retiro,
1117,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,2000,,Retiro,
1118,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,963,,Retiro,
1119,BBVA,19/12/2024,N06 PAGO CUENTA DE TERCERO,,2882.24,,Retiro,
1120,BBVA,20/12/2024,T20 SPEI RECIBIDOINBURSA,,50000,,Deposito,
1121,BBVA,23/12/2024,T17 SPEI ENVIADO HSBC,,2000,,Retiro,
1122,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1123,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,3400,,Retiro,
1124,BBVA,26/12/2024,T17 SPEI ENVIADO AZTECA,,3000,,Retiro,
1125,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,1850,,Retiro,
1126,BBVA,26/12/2024,T17 SPEI ENVIADO BANAMEX,,300,,Retiro,
1127,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,1688,,Retiro,
1128,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,216.3,,Retiro,
1129,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,2846.95,,Retiro,
1130,BBVA,27/12/2024,T20 SPEI RECIBIDOINBURSA,,50000,,Deposito,
1131,BBVA,28/12/2024,R01 PAGO DE NOMINA,,60877.8,,Retiro,
1132,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,2000,,Retiro,
1133,BBVA,31/12/2024,Y45 COMPENSACION POR RETRASO,,0.03,,Deposito,
1134,BBVA,01/12/2024,C02 DEPOSITO EN EFECTIVO,,577.86,,Deposito,
1135,BBVA,02/12/2024,P14 TELCEL,,1198,,Retiro,
1136,BBVA,02/12/2024,P14 TELCEL,,1298.08,,Retiro,
1137,BBVA,02/12/2024,P14 TELCEL,,848.99,,Retiro,
1138,BBVA,02/12/2024,P14 TELCEL,,648.99,,Retiro,
1139,BBVA,02/12/2024,P31 VOLKSWAGEN LEASING S05189,,19179.5,,Retiro,
1140,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,250,,Retiro,
1141,BBVA,05/12/2024,S39 SERV BANCA INTERNET,,118,,Retiro,
1142,BBVA,05/12/2024,S40 IVA COM SERV BCA INTERNET,,58.88,,Retiro,
1143,BBVA,05/12/2024,T17 SPEI ENVIADO HSBC,,8500,,Retiro,
1144,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,1856,,Deposito,
1145,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,1856,,Deposito,
1146,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,800,,Retiro,
1147,BBVA,11/12/2024,T17 SPEI ENVIADO MULTIVA BANC,,103240,,Retiro,
1148,BBVA,11/12/2024,T17 SPEI ENVIADO INBURSA,,63220,,Retiro,
1149,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,4930,,Retiro,
1150,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,4000,,Retiro,
1151,BBVA,12/12/2024,N06 PAGO CUENTA DE TERCERO,,1500,,Deposito,
1152,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,3956.71,,Deposito,
1153,BBVA,13/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,3956.71,,Deposito,
1154,BBVA,13/12/2024,P14 EFECTIVALE S DE RL D,,5406,,Retiro,
1155,BBVA,13/12/2024,P14 EFECTIVALE S DE RL D,,139,,Retiro,
1156,BBVA,13/12/2024,T20 SPEI RECIBIDOMULTIVA BANC,,0.01,,Deposito,
1157,BBVA,13/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1158,BBVA,14/12/2024,R01 PAGO DE NOMINA,,16776.1,,Retiro,
1159,BBVA,16/12/2024,N06 PAGO CUENTA DE TERCERO,,11310,,Deposito,
1160,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,800,,Retiro,
1161,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,400,,Retiro,
1162,BBVA,17/12/2024,X01 IMSS/INF/AFORE VIA ELECT.,,2315.28,,Retiro,
1163,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1164,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1165,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1166,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,470.48,,Retiro,
1167,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,21446,,Deposito,
1168,BBVA,18/12/2024,P14 GOBIERNO DEL ESTADO,,1563,,Retiro,
1169,BBVA,19/12/2024,P14 EFECTIVALE S DE RL D,,6006,,Retiro,
1170,BBVA,20/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1171,BBVA,20/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1172,BBVA,20/12/2024,P14 AMERICAN EXPRESS,,34338.6,,Retiro,
1173,BBVA,20/12/2024,T20 SPEI RECIBIDOBANORTE,,9280,,Deposito,
1174,BBVA,23/12/2024,P14 CFE,,4081,,Retiro,
1175,BBVA,23/12/2024,P14 SAT,,37718,,Retiro,
1176,BBVA,23/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Deposito,
1177,BBVA,24/12/2024,P31 GPO NACIONAL PROVINC00390,,15527.2,,Retiro,
1178,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,34020.1,,Retiro,
1179,BBVA,26/12/2024,N06 PAGO CUENTA DE TERCERO,,299280,,Deposito,
1180,BBVA,26/12/2024,T17 SPEI ENVIADO INBURSA,,103240,,Retiro,
1181,BBVA,26/12/2024,T17 SPEI ENVIADO INBURSA,,126440,,Retiro,
1182,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,5561,,Retiro,
1183,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,8988,,Retiro,
1184,BBVA,26/12/2024,P14 AMERICAN EXPRESS,,11546,,Retiro,
1185,BBVA,26/12/2024,N05 PAGO TARJETA DE TERCEROS,,825,,Retiro,
1186,BBVA,26/12/2024,P14 EFECTIVALE S DE RL D,,6006,,Retiro,
1187,BBVA,26/12/2024,T17 SPEI ENVIADO SANTANDER,,20000,,Retiro,
1188,BBVA,27/12/2024,T20 SPEI RECIBIDOJP MORGAN,,5771.23,,Deposito,
1189,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Deposito,
1190,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,150000,,Retiro,
1191,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,149640,,Deposito,
1192,BBVA,27/12/2024,N06 PAGO CUENTA DE TERCERO,,78880,,Deposito,
1193,BBVA,28/12/2024,R01 PAGO DE NOMINA,,16776.1,,Retiro,
1194,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,15000,,Retiro,
1195,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,200100,,Deposito,
1196,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,20000,,Retiro,
1197,BBVA,30/12/2024,T17 SPEI ENVIADO BANORTE,,348000,,Retiro,
1198,BBVA,30/12/2024,N06 PAGO CUENTA DE TERCERO,,200100,,Deposito,
1199,BBVA,30/12/2024,T17 SPEI ENVIADO SANTANDER,,7000,,Retiro,
1200,BBVA,31/12/2024,N06 PAGO CUENTA DE TERCERO,,11310,,Deposito,
1201,BBVA,01/12/2024,T20 SPEI RECIBIDOBANORTE,,4060,,Deposito,
1202,BBVA,02/12/2024,Z3 CARGO COBRANZA FACILEASIN,,12079.2,,Retiro,
1203,BBVA,02/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,3250,,Deposito,
1204,BBVA,02/12/2024,W02 DEPOSITO DE TERCERO,,19720,,Deposito,
1205,BBVA,02/12/2024,W02 DEPOSITO DE TERCERO,,19256,,Deposito,
1206,BBVA,02/12/2024,P14 TELCEL,,449,,Retiro,
1207,BBVA,03/12/2024,N03 TRASPASO CUENTAS PROPIAS,,77821.6,,Retiro,
1208,BBVA,03/12/2024,T20 SPEI RECIBIDOSANTANDER,,5800,,Deposito,
1209,BBVA,03/12/2024,W02 DEPOSITO DE TERCERO,,71050,,Deposito,
1210,BBVA,03/12/2024,N06 PAGO CUENTA DE TERCERO,,7960,,Deposito,
1211,BBVA,04/12/2024,T09 TEF RECIBIDO BANORTE,,12180,,Deposito,
1212,BBVA,04/12/2024,N06 PAGO CUENTA DE TERCERO,,27550,,Deposito,
1213,BBVA,04/12/2024,N06 PAGO CUENTA DE TERCERO,,13920,,Deposito,
1214,BBVA,04/12/2024,T20 SPEI RECIBIDOSANTANDER,,81200,,Deposito,
1215,BBVA,05/12/2024,W02 DEPOSITO DE TERCERO,,10440,,Deposito,
1216,BBVA,05/12/2024,T20 SPEI RECIBIDOSANTANDER,,40000,,Deposito,
1217,BBVA,05/12/2024,P14 AMERICAN EXPRESS,,31057.4,,Retiro,
1218,BBVA,05/12/2024,N03 TRASPASO CUENTAS PROPIAS,,10292.2,,Retiro,
1219,BBVA,05/12/2024,BT2 TRANSFER BBVA 01028855 L,,35650.8,,Deposito,
1220,BBVA,06/12/2024,N03 TRASPASO CUENTAS PROPIAS,,12852.8,,Retiro,
1221,BBVA,06/12/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
1222,BBVA,06/12/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
1223,BBVA,06/12/2024,N03 TRASPASO CUENTAS PROPIAS,,11000,,Retiro,
1224,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,27376,,Deposito,
1225,BBVA,06/12/2024,W02 DEPOSITO DE TERCERO,,27840,,Deposito,
1226,BBVA,08/12/2024,W02 DEPOSITO DE TERCERO,,5104,,Deposito,
1227,BBVA,09/12/2024,W02 DEPOSITO DE TERCERO,,11600,,Deposito,
1228,BBVA,09/12/2024,N06 PAGO CUENTA DE TERCERO,,15000,,Retiro,
1229,BBVA,10/12/2024,N03 TRASPASO CUENTAS PROPIAS,,83520,,Deposito,
1230,BBVA,10/12/2024,W02 DEPOSITO DE TERCERO,,22116.6,,Deposito,
1231,BBVA,10/12/2024,N03 TRASPASO CUENTAS PROPIAS,,16167,,Retiro,
1232,BBVA,10/12/2024,N06 PAGO CUENTA DE TERCERO,,800,,Retiro,
1233,BBVA,11/12/2024,BT2 TRANSFER BBVA 00797189 L,,13572,,Deposito,
1234,BBVA,11/12/2024,U05 DEPOSITO DE FIDUCIARIO,,24128,,Deposito,
1235,BBVA,11/12/2024,N06 PAGO CUENTA DE TERCERO,,6960,,Deposito,
1236,BBVA,11/12/2024,T20 SPEI RECIBIDOBANORTE,,24128,,Deposito,
1237,BBVA,12/12/2024,T20 SPEI RECIBIDOBANORTE,,27966.3,,Deposito,
1238,BBVA,12/12/2024,N02 PAGO TARJETA DE CREDITO,,35658.8,,Retiro,
1239,BBVA,12/12/2024,W02 DEPOSITO DE TERCERO,,30160,,Deposito,
1240,BBVA,13/12/2024,T20 SPEI RECIBIDOAFIRME,,26100,,Deposito,
1241,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,89655.8,,Retiro,
1242,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,61869.6,,Retiro,
1243,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,82388.4,,Retiro,
1244,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,76391.5,,Retiro,
1245,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,28874.9,,Retiro,
1246,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,9817.05,,Retiro,
1247,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,22011,,Deposito,
1248,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,32282.8,,Deposito,
1249,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,43326,,Deposito,
1250,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
1251,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,5359.2,,Deposito,
1252,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,2679.6,,Deposito,
1253,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,13015.2,,Deposito,
1254,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,13340,,Deposito,
1255,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,6090,,Deposito,
1256,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,16848.4,,Deposito,
1257,BBVA,13/12/2024,N03 TRASPASO CUENTAS PROPIAS,,2800.03,,Retiro,
1258,BBVA,13/12/2024,T20 SPEI RECIBIDOBANAMEX,,26100,,Deposito,
1259,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,23200,,Deposito,
1260,BBVA,13/12/2024,T20 SPEI RECIBIDOSANTANDER,,9280,,Deposito,
1261,BBVA,13/12/2024,W02 DEPOSITO DE TERCERO,,25520,,Deposito,
1262,BBVA,13/12/2024,N06 PAGO CUENTA DE TERCERO,,3828,,Deposito,
1263,BBVA,15/12/2024,N06 PAGO CUENTA DE TERCERO,,6380,,Deposito,
1264,BBVA,16/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,4344.44,,Deposito,
1265,BBVA,16/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,20000,,Deposito,
1266,BBVA,16/12/2024,C07 DEP.CHEQUES DE OTRO BANCO,,176900,,Deposito,
1267,BBVA,16/12/2024,C07 DEP.CHEQUES DE OTRO BANCO,,34220,,Deposito,
1268,BBVA,16/12/2024,T20 SPEI RECIBIDOSANTANDER,,5568,,Deposito,
1269,BBVA,16/12/2024,T20 SPEI RECIBIDOBANAMEX,,19720,,Deposito,
1270,BBVA,16/12/2024,W02 DEPOSITO DE TERCERO,,12992,,Deposito,
1271,BBVA,16/12/2024,W02 DEPOSITO DE TERCERO,,17400,,Deposito,
1272,BBVA,16/12/2024,H09 COBRO AUTOMATICO RECIBO,,13645.2,,Retiro,
1273,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,8932,,Deposito,
1274,BBVA,17/12/2024,N03 TRASPASO CUENTAS PROPIAS,,21634.4,,Retiro,
1275,BBVA,17/12/2024,N03 TRASPASO CUENTAS PROPIAS,,5800,,Retiro,
1276,BBVA,17/12/2024,T20 SPEI RECIBIDOBANREGIO,,46400,,Deposito,
1277,BBVA,17/12/2024,T20 SPEI RECIBIDOBANREGIO,,46400,,Deposito,
1278,BBVA,17/12/2024,N03 TRASPASO CUENTAS PROPIAS,,11600,,Retiro,
1279,BBVA,17/12/2024,T17 SPEI ENVIADO BANORTE,,18096,,Retiro,
1280,BBVA,17/12/2024,T17 SPEI ENVIADO BANORTE,,38604.8,,Retiro,
1281,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,14974.9,,Retiro,
1282,BBVA,17/12/2024,N03 TRASPASO CUENTAS PROPIAS,,16167,,Retiro,
1283,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,756.5,,Retiro,
1284,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,50000,,Retiro,
1285,BBVA,17/12/2024,N06 PAGO CUENTA DE TERCERO,,15438.6,,Retiro,
1286,BBVA,17/12/2024,T17 SPEI ENVIADO BAJIO,,28000,,Retiro,
1287,BBVA,18/12/2024,W02 DEPOSITO DE TERCERO,,9280,,Deposito,
1288,BBVA,18/12/2024,N06 PAGO CUENTA DE TERCERO,,23200,,Deposito,
1289,BBVA,18/12/2024,T20 SPEI RECIBIDOAFIRME,,6960,,Deposito,
1290,BBVA,18/12/2024,T20 SPEI RECIBIDOAFIRME,,4640,,Deposito,
1291,BBVA,19/12/2024,W02 DEPOSITO DE TERCERO,,27997.8,,Deposito,
1292,BBVA,19/12/2024,T20 SPEI RECIBIDOSCOTIABANK,,19720,,Deposito,
1293,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,5599.17,,Retiro,
1294,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,786.72,,Retiro,
1295,BBVA,19/12/2024,N03 TRASPASO CUENTAS PROPIAS,,5082.97,,Retiro,
